시도,시군구,사고건수[건],사망자수[명],부상자수[명],중상자[명],경상자[명],연도,일,월,화,수,목,금,토,00시-02시,02시-04시,04시-06시,06시-08시,08시-10시,10시-12시,12시-14시,14시-16시,16시-18시,18시-20시,20시-22시,22시-24시,Class
대구,동구,1731,21,2615,422,1948,2020,171,254,296,261,262,245,242,67,29,27,82,174,172,198,209,225,284,166,98,False
전북,완주군,268,18,424,150,265,2018,32,37,52,34,36,43,34,7,3,7,15,21,22,23,31,45,41,29,24,True
경남,산청군,183,11,280,118,133,2018,27,23,28,26,21,32,26,4,2,3,13,30,22,31,20,19,22,11,6,True
충북,보은군,134,4,217,47,169,2022,22,25,21,18,17,16,15,4,2,2,4,17,22,18,25,13,17,5,5,False
경북,예천군,180,4,238,127,109,2021,15,34,28,25,30,27,21,1,0,2,8,22,21,38,24,23,23,13,5,True
경북,울릉군,15,0,23,10,13,2022,1,4,2,3,2,0,3,0,0,0,0,0,0,6,3,4,1,1,0,True
광주,동구,591,5,853,87,707,2021,53,83,84,97,95,87,92,19,12,11,18,65,67,63,67,81,89,53,46,False
충남,금산군,137,6,183,73,108,2022,17,26,19,13,18,25,19,3,0,2,3,13,17,18,22,18,20,10,11,True
강원,양양군,155,8,279,74,197,2018,25,15,29,21,18,21,26,5,2,1,6,15,18,20,25,16,28,10,9,True
서울,동대문구,1448,10,1845,432,1280,2020,153,226,214,212,222,242,179,61,53,42,58,154,167,151,156,167,199,144,96,False
경남,고성군,257,10,380,116,240,2020,35,47,47,46,25,36,21,1,8,8,26,33,31,34,31,39,25,11,10,True
광주,광산구,2077,20,3164,334,2701,2022,209,323,306,297,285,351,306,75,32,41,122,197,186,224,218,290,327,222,143,False
강원,강릉시,848,18,1221,266,945,2020,105,114,137,116,117,125,134,31,19,11,41,68,96,115,109,119,105,76,58,False
경남,창녕군,336,14,502,180,288,2018,40,50,39,49,50,62,46,6,3,6,25,41,45,46,36,52,34,23,19,True
경북,경산시,1113,39,1493,425,1040,2018,136,170,168,167,156,177,139,51,27,33,70,107,98,97,117,137,169,112,95,True
충남,청양군,175,13,233,104,129,2018,18,28,30,22,23,22,32,6,2,7,8,23,20,24,18,32,20,8,7,True
경기,광주시,1867,20,2871,480,2182,2019,201,266,278,292,282,279,269,62,40,41,118,220,199,212,203,222,306,152,92,False
충남,아산시,1190,19,1698,386,1239,2020,137,177,184,158,182,194,158,53,16,28,82,111,104,119,96,180,166,150,85,False
전남,신안군,88,11,117,49,68,2018,6,12,16,12,14,13,15,1,1,0,12,14,15,10,11,12,8,2,2,True
경북,봉화군,83,11,130,38,90,2021,6,12,15,13,13,13,11,2,0,0,5,7,15,14,8,16,10,3,3,True
경기,오산시,1090,6,1559,253,1116,2020,117,162,143,176,168,180,144,47,28,29,84,100,84,89,105,135,164,152,73,False
경기,오산시,997,10,1418,199,1025,2022,125,123,147,187,151,136,128,26,18,32,72,106,84,98,109,126,139,103,84,False
서울,강동구,1418,12,1922,450,1260,2018,132,213,195,210,212,233,223,70,57,51,81,134,136,130,142,175,181,123,138,False
경북,울진군,144,10,244,105,131,2022,13,26,27,15,22,23,18,3,2,2,9,16,15,26,19,18,17,14,3,True
전남,영암군,488,24,863,182,672,2018,48,88,66,67,73,79,67,4,6,14,51,67,62,64,53,60,62,35,10,False
부산,강서구,584,15,877,251,591,2018,56,105,83,83,88,87,82,17,8,14,58,67,54,64,56,87,73,53,33,True
경북,청도군,199,6,282,67,203,2022,23,26,22,25,31,29,43,1,2,3,12,22,29,26,34,27,24,13,6,False
서울,강동구,1151,7,1553,302,1169,2022,112,170,165,178,184,183,159,51,23,35,70,104,110,126,112,149,163,122,86,False
충북,충주시,1364,36,2350,523,1724,2019,143,222,208,186,190,218,197,44,23,28,78,135,145,152,166,184,206,130,73,False
경남,밀양시,485,9,698,242,422,2022,53,62,81,71,66,75,77,12,4,8,25,55,73,67,63,69,58,31,20,True
경북,영천시,793,23,1351,254,1047,2019,81,120,121,106,115,127,123,15,9,18,49,92,90,77,123,126,109,52,33,False
서울,강북구,1277,7,1706,314,1317,2019,156,171,179,206,190,198,177,79,52,50,63,118,97,128,132,131,173,150,104,False
강원,동해시,310,6,476,93,376,2022,33,54,51,46,39,43,44,4,4,4,12,39,39,44,35,46,38,29,16,False
충북,괴산군,181,6,314,79,223,2021,21,28,17,29,32,27,27,2,2,3,8,15,34,25,28,18,29,13,4,True
전남,화순군,318,12,523,98,368,2020,28,43,54,63,46,49,35,7,5,2,15,42,42,30,37,50,43,28,17,False
충북,음성군,663,18,1094,320,745,2019,64,111,102,98,93,109,86,20,13,12,52,62,59,98,80,84,99,54,30,True
충북,제천시,706,15,1144,273,818,2021,99,99,100,89,98,119,102,18,12,10,22,77,86,93,100,106,93,57,32,False
강원,철원군,150,6,204,52,148,2020,20,25,16,25,23,22,19,2,1,6,4,17,17,19,26,20,25,8,5,True
전남,장흥군,255,9,403,71,327,2020,25,61,35,37,27,41,29,4,1,3,15,39,45,33,39,29,30,12,5,False
전북,장수군,65,11,78,37,41,2019,4,10,15,9,10,9,8,2,0,0,4,8,5,6,13,7,11,6,3,True
충남,태안군,320,17,584,224,309,2019,41,37,55,39,52,41,55,4,3,8,17,34,42,45,45,46,38,24,14,True
부산,북구,701,10,973,260,647,2019,73,101,110,117,99,102,99,26,21,19,35,71,71,69,61,87,120,67,54,True
경남,거창군,250,15,320,119,183,2019,32,36,44,23,29,39,47,9,5,4,10,38,28,30,35,35,32,15,9,True
충북,진천군,551,20,882,218,634,2018,61,73,68,81,102,88,78,13,9,10,34,63,63,59,51,78,81,54,36,True
충북,단양군,147,7,228,63,162,2021,20,28,15,10,27,28,19,3,1,5,5,19,17,26,29,15,11,10,6,True
경남,합천군,168,9,221,97,107,2018,19,19,22,31,27,30,20,1,1,2,5,27,26,16,21,34,18,9,8,True
경북,경주시,1259,38,1909,548,1277,2021,154,165,172,155,192,207,214,26,17,17,64,112,179,173,161,177,170,102,61,True
강원,원주시,1578,18,2427,411,1940,2022,185,233,212,245,230,239,234,54,18,34,63,186,181,160,199,223,213,149,98,False
인천,남동구,1707,11,2509,465,1926,2018,175,251,247,264,230,272,268,107,63,62,100,178,141,155,168,180,228,191,134,False
충남,당진시,529,20,762,145,597,2022,73,68,76,79,81,79,73,17,5,8,29,47,54,46,72,89,76,59,27,False
충남,부여군,198,9,290,133,156,2022,21,28,29,33,28,30,29,6,1,3,12,20,27,23,23,26,25,15,17,True
전북,고창군,173,15,282,88,192,2019,25,32,21,28,22,27,18,4,0,6,10,19,21,25,30,19,23,11,5,True
전남,영광군,123,6,157,63,83,2022,18,19,20,16,20,17,13,2,2,0,4,19,19,7,18,15,21,10,6,True
충북,증평군,162,1,258,89,162,2018,24,28,20,30,23,22,15,9,2,3,12,14,20,15,20,18,15,25,9,True
서울,양천구,1305,14,1692,318,1260,2021,126,186,204,199,199,201,190,38,8,18,78,125,114,136,177,169,204,138,100,False
충남,계룡시,54,2,87,21,65,2020,7,8,6,4,11,14,4,0,1,0,1,5,3,6,8,9,14,5,2,False
충북,옥천군,153,9,200,77,121,2021,10,24,31,20,23,21,24,1,3,4,9,12,18,28,23,22,19,9,5,True
경기,가평군,380,11,682,128,481,2018,62,49,51,59,39,37,83,7,9,3,11,44,57,60,57,53,36,22,21,False
전남,무안군,462,14,676,100,571,2021,37,78,68,71,68,74,66,7,3,9,24,55,61,44,64,68,81,30,16,False
경기,화성시,2959,45,4375,714,3358,2020,294,437,445,476,441,511,355,106,60,74,199,290,257,319,346,425,414,293,176,False
전남,강진군,244,5,401,94,266,2022,26,31,31,49,32,36,39,5,1,3,15,44,38,34,30,30,29,8,7,False
서울,마포구,1272,13,1754,301,1291,2020,151,171,194,192,169,190,205,105,62,42,38,91,112,109,109,157,183,147,117,False
서울,성동구,1143,9,1561,326,1126,2018,120,158,166,165,177,188,169,71,54,57,66,109,103,96,119,122,129,112,105,False
충남,서천군,326,11,515,172,322,2018,32,61,40,47,38,51,57,6,5,5,28,51,39,50,41,39,28,22,12,True
전남,광양시,584,17,802,138,623,2022,71,101,93,80,84,87,68,10,11,12,57,65,53,69,67,84,77,43,36,False
전북,고창군,147,10,238,72,163,2020,15,25,27,22,19,19,20,3,3,4,9,22,23,17,12,27,11,10,6,True
전남,화순군,325,11,546,115,386,2019,31,40,68,46,57,41,42,4,3,5,14,46,38,46,43,52,46,21,7,False
경북,포항시,2203,27,3300,628,2493,2022,250,305,318,339,301,367,323,64,35,41,109,208,245,262,279,303,309,212,136,False
경남,밀양시,496,9,734,215,482,2020,76,84,66,63,66,70,71,8,4,14,27,57,70,75,57,71,61,34,18,True
경기,동두천시,273,5,376,54,307,2022,26,44,40,39,40,48,36,11,7,5,19,21,34,33,32,28,40,28,15,False
광주,서구,2019,9,3204,283,2784,2020,198,290,326,308,307,330,260,99,69,72,83,183,174,192,214,269,313,192,159,False
인천,강화군,202,7,300,112,167,2018,29,23,19,30,28,38,35,2,1,1,13,22,25,36,30,32,18,16,6,True
인천,계양구,879,10,1190,240,905,2019,91,135,135,131,140,138,109,40,24,33,51,112,69,76,87,116,114,84,73,False
충남,청양군,151,7,230,93,129,2021,16,19,19,17,22,31,27,1,0,4,9,15,26,11,35,23,16,7,4,True
울산,남구,1272,11,1744,426,1195,2020,135,184,198,178,181,220,176,70,56,27,82,106,131,116,131,166,152,121,114,False
경기,성남시,3834,37,5635,1291,3881,2018,433,535,581,550,602,589,544,233,135,142,203,387,349,319,387,427,506,377,369,False
부산,사하구,1110,12,1529,402,997,2019,109,145,163,184,164,177,168,56,33,38,77,100,100,99,119,143,159,115,71,True
경기,군포시,659,7,954,238,591,2018,86,91,72,97,99,112,102,30,17,24,32,69,53,51,67,74,86,75,81,True
울산,중구,603,8,847,201,574,2020,72,75,105,82,86,80,103,37,17,18,27,54,51,68,71,68,79,62,51,False
부산,서구,452,6,627,141,446,2018,53,74,66,57,71,75,56,19,12,10,23,60,43,47,53,62,54,39,30,False
전남,강진군,321,6,523,140,343,2019,40,38,52,50,44,51,46,2,3,4,17,49,55,38,61,47,29,9,7,True
강원,양구군,85,5,137,22,105,2018,6,12,6,16,17,16,12,4,0,0,4,10,9,10,7,19,13,4,5,False
경기,고양시,3586,37,5112,853,3824,2020,385,500,521,545,513,604,518,167,96,84,186,321,322,365,410,431,563,362,279,False
부산,사하구,916,7,1213,331,809,2022,94,114,153,135,149,143,128,24,22,27,75,112,82,84,105,128,113,85,59,True
경기,군포시,650,3,1024,214,671,2019,69,83,102,93,91,112,100,20,11,17,33,66,65,57,78,81,106,74,42,False
충남,당진시,690,36,978,221,742,2021,76,105,103,99,102,101,104,24,13,13,43,60,75,58,85,99,90,80,50,False
부산,진구,1688,14,2304,605,1509,2019,166,230,253,245,240,265,289,105,77,70,80,126,138,180,183,204,214,169,142,True
광주,남구,661,3,912,119,772,2022,64,96,92,101,102,115,91,19,9,12,40,73,60,70,66,105,94,61,52,False
서울,강남구,3752,17,5189,771,4004,2020,314,540,560,618,588,635,497,230,144,113,131,294,350,403,397,450,529,392,319,False
인천,미추홀구,1229,17,1641,313,1167,2019,169,161,169,175,170,214,171,83,56,48,56,122,105,116,126,157,141,118,101,False
경북,성주군,247,11,366,100,255,2021,34,41,24,37,38,42,31,4,1,4,13,34,31,29,42,38,27,22,2,True
충북,청주시,4949,49,7938,1551,6097,2019,553,752,729,734,682,776,723,200,115,125,286,532,422,510,567,617,731,492,352,False
강원,태백시,190,7,268,37,223,2021,22,27,40,22,28,33,18,4,0,0,12,25,31,27,31,23,15,14,8,False
부산,기장군,433,8,670,166,470,2018,40,64,52,65,73,76,63,15,7,9,24,48,46,46,43,57,64,47,27,True
강원,태백시,177,2,267,47,216,2019,7,31,24,24,23,42,26,5,2,2,6,25,19,24,25,30,23,10,6,False
전남,무안군,395,17,579,112,466,2019,43,57,46,55,73,68,53,10,2,4,19,47,41,55,57,54,59,27,20,False
서울,서초구,2418,14,3530,571,2631,2019,240,332,362,361,379,371,373,130,93,73,135,231,242,259,265,303,274,219,194,False
경기,연천군,178,8,283,56,217,2022,22,36,16,25,28,27,24,6,0,1,4,18,30,18,28,23,19,27,4,False
전북,고창군,134,9,214,67,147,2021,19,22,20,16,28,11,18,0,2,0,13,17,15,14,19,20,20,9,5,True
충북,충주시,1099,21,1830,417,1361,2020,128,141,154,163,177,182,154,26,24,17,52,115,111,142,146,134,147,106,79,False
전남,목포시,1385,20,2309,256,2029,2021,145,219,193,218,197,220,193,44,18,30,59,122,143,176,149,197,203,141,103,False
대구,남구,643,3,898,134,705,2022,64,103,109,84,94,91,98,25,14,13,23,54,63,82,80,100,75,80,34,False
강원,삼척시,365,6,580,152,417,2018,37,60,56,56,43,56,57,8,1,7,14,39,54,51,56,58,44,22,11,True
전남,영암군,400,9,703,123,566,2020,38,52,64,59,53,68,66,12,1,9,37,52,54,55,49,52,45,19,15,False
경북,상주시,492,30,701,231,463,2021,58,77,79,60,73,84,61,10,7,4,26,66,81,70,59,73,54,25,17,True
강원,동해시,358,7,494,102,390,2019,35,60,57,63,44,56,43,5,4,6,23,40,35,44,47,45,57,37,15,False
경기,화성시,3230,43,4768,769,3700,2022,284,466,481,542,511,538,408,100,48,58,244,327,307,319,346,443,512,297,229,False
경남,거제시,820,14,1108,347,739,2020,88,114,107,120,133,144,114,28,16,11,58,62,68,89,85,102,161,85,55,True
경기,양평군,553,9,920,218,605,2020,104,67,69,70,77,69,97,10,9,3,20,58,81,77,88,88,59,44,16,False
충남,홍성군,322,12,443,149,290,2020,22,56,42,54,52,47,49,9,7,7,16,38,34,32,34,48,42,36,19,True
강원,화천군,96,2,169,26,127,2021,14,13,17,7,15,14,16,0,0,1,4,10,16,10,14,20,12,2,7,False
경기,광명시,950,10,1300,207,998,2022,96,137,153,149,137,132,146,27,15,29,53,107,108,110,104,126,112,99,60,False
인천,서구,1688,24,2306,401,1877,2021,164,267,248,239,291,270,209,42,22,39,111,159,145,171,186,239,240,202,132,False
충북,괴산군,193,10,340,105,226,2020,21,37,28,16,20,37,34,6,1,3,11,28,40,22,30,20,16,10,6,True
서울,광진구,973,3,1316,293,955,2019,125,142,132,145,133,141,155,73,39,33,54,78,81,84,103,133,113,95,87,False
전남,진도군,93,4,145,31,107,2021,5,18,14,16,13,15,12,0,0,4,3,13,15,7,15,15,12,7,2,False
인천,동구,153,4,198,46,149,2020,16,19,29,18,20,27,24,3,2,3,10,15,14,22,19,23,21,9,12,False
강원,속초시,384,2,584,162,418,2021,51,56,52,49,46,61,69,12,8,4,12,24,42,54,58,54,49,41,26,True
경북,군위군,106,5,157,47,110,2020,17,15,15,18,12,8,21,2,2,1,10,7,18,12,16,18,13,6,1,True
부산,동구,587,3,812,215,541,2018,67,89,95,66,92,83,95,20,17,12,35,64,64,60,71,59,83,59,43,True
경기,남양주시,2431,41,3903,707,2843,2018,277,346,352,355,345,384,372,103,51,55,123,278,266,232,267,328,324,229,175,False
서울,용산구,1014,11,1330,250,1037,2022,122,123,157,137,147,143,185,36,47,38,47,76,110,105,127,122,114,102,90,False
인천,부평구,1472,11,1905,301,1487,2021,175,227,227,200,200,254,189,52,20,38,65,128,117,163,164,211,209,175,130,False
서울,마포구,1494,7,2123,410,1521,2019,183,186,215,187,243,247,233,88,73,69,76,135,121,142,147,155,171,165,152,False
강원,강릉시,888,14,1360,285,1054,2019,99,131,115,145,111,148,139,32,12,22,36,100,87,128,98,128,132,63,50,False
충남,공주시,630,24,1092,311,711,2018,72,91,82,77,94,100,114,19,9,17,30,70,71,70,85,95,94,35,35,True
